Date;rain;rainfc.1;rainfc.2;rainfc.3;rainfc.4;rainfc.5;rainfc.6;rainfc.7;rainfc.8;rainfc.9;rainfc.10;rainfc.11;ensmean;enssd
30/01/2000;0.707106781;0.721110242;2.142428516;2.75680979;2.874021577;1.449137724;0.447213599;0.632455537;3.085449756;1.702938682;0.299999994;1.989974883;1.645594573;1.017457824
31/01/2000;3.33166625;3.527038443;2.840774516;3.193743866;3.106444896;1.466287808;2.231591371;0.632455543;2.97825454;2.345207909;1.516575095;0.447213595;2.207780689;1.055592193
01/02/2000;3.33166625;0.469041567;2.090454529;0;0.458257558;1.697056231;1.5684387;3.209361314;2.751363227;0.447213599;2.685144308;0.519615238;1.445086025;1.127784985
02/02/2000;3.255764119;2.291287848;2.135415659;2.493992815;1.860107532;2.149418529;3.586084176;3.914077169;2.147091057;1.766352196;2.154065921;1.459451952;2.359758623;0.744105622
03/02/2000;1;1.307669692;0.583095193;2.39791576;0.608276245;0.663324956;2.05426386;1.34164078;2.578759356;0.624499794;1.053565393;3.138470987;1.486498365;0.912334845
04/02/2000;1.414213562;2.640075755;2.107130731;1.974841758;2.455605812;4.211887874;0.556776438;0.754983439;2.387467258;1.095445125;1.47648231;0.818535267;1.861748342;1.076235261
05/02/2000;1.414213562;2.271563334;0.959166311;0.479583149;2.144761058;1.536229155;1.729161649;2.467792517;2.437211456;1.14017543;2.756809741;0.632455537;1.68680994;0.793183085
06/02/2000;2.28035085;0.346410163;0;0.741619847;0.663324953;0.583095186;0.640312424;1.039230462;1.004987554;0.72111026;1.044030651;0.479583149;0.660336786;0.315199706
07/02/2000;2.049390153;0;0;0;0.141421355;0;0.479583149;0;0.360555126;0.141421355;0.458257566;0;0.143748959;0.195626838
08/02/2000;2.049390153;0.479583153;0.591607976;0.424264068;0.141421355;0.316227768;0.346410163;0;0;0;0.244948972;1.303840491;0.349845813;0.375990292
09/02/2000;1;0.387298328;0.199999998;0;0.499999996;0.888819433;0.489897951;0;0.282842709;0;0.299999994;0.316227768;0.305916925;0.266563905
10/02/2000;2.049390153;1.603121924;0.360555121;1.593737719;2.44948971;0.699999996;1.843908931;1.122497213;0.670820384;2.679552214;1.399999971;0.45825757;1.352903705;0.778213787
11/02/2000;2.42899156;1.920937256;1.846618495;1.187434209;1.449137662;1.931320765;3.098386672;2.707397217;2.408318958;3.58887167;2.88097201;2.262741688;2.298376055;0.725406209
12/02/2000;2.828427125;2.807133779;3.190611216;3.214031681;3.581898929;3.708099226;5.394441564;5.43966907;4.203569863;3.507135551;3.386738813;2.880972047;3.755845613;0.907185702
13/02/2000;2.167948339;2.758622813;3.174901575;3.915354399;3.238826937;3.330165159;4.224926033;2.810693835;3.573513701;3.77624152;3.746998714;2.553429069;3.373061251;0.527923764
14/02/2000;2.701851217;1.969771552;3.056141357;2.269361147;1.732050844;1.311487677;1.876166281;2.310843972;1.86815416;2.605762872;2.886173869;2.102379571;2.180753937;0.516472103
15/02/2000;2.48997992;0.616441399;4.421538159;2.193171226;1.363818179;0.911043355;1.897366586;2.121320286;1.786057105;0.244948972;2.690724817;3.052867481;1.936299779;1.187357325
16/02/2000;2.792848009;3.814446173;1.913112638;3.026549156;5.565968;2.533771881;2.302172883;0.479583145;3.701351134;2.521903991;2.609597672;3.656501016;2.920450699;1.293083276
17/02/2000;2.846049894;2.368543897;2.816025538;2.163330749;3.255764095;4.027406104;2.017424084;3.358571138;3.562302613;2.184032954;2.156385844;2.220360319;2.739104303;0.700027373
18/02/2000;2.569046516;3.143246731;2.177154095;3.640054958;3.254227982;0.316227768;5.781003358;3.750999839;3.698648363;3.424908706;1.786057105;3.184336698;3.1051696;1.368471347
19/02/2000;3.178049716;4.798958229;7.068946179;4.774934638;5.266877701;3.056141342;5.362834997;5.116639505;1.720465052;3.924283328;5.319774393;3.971145923;4.580091026;1.396439326
20/02/2000;3.794733192;3.566510927;3.340658628;7.250517284;3.897435082;3.25115366;4.430575593;4.179712898;4.626013393;4.073082386;4.571651733;5.51361952;4.427357373;1.139454909
21/02/2000;3.728270376;5.165268587;4.960846718;4.513313608;3.807886563;5.495452636;5.079370104;6.441273169;3.813135178;7.827515619;6.563535636;5.355371213;5.365724457;1.204948669
22/02/2000;2.983286778;2.487971035;4.031128867;4.091454537;2.929163684;4.028647335;4.190465333;4.156921888;4.191658395;3.717526056;2.599999979;3.921734306;3.667879219;0.661307859
23/02/2000;0;2.83725214;3.52136335;2.973213745;2.722131497;3.28481348;1.621727451;2.509980067;4.439594517;0.994987433;4.22965725;3.96736684;3.009280706;1.055297322
24/02/2000;0;5.565069651;4.565084826;3.232645971;2.097617687;0.519615242;3.203123453;3.749666616;1.17473398;2.051828463;3.162277628;5.406477545;3.157103733;1.625719983
25/02/2000;0;1.536229158;2.3473389;2.374868405;0.714142844;0.761577302;2.142428533;2.345207877;0.141421355;1.92353842;3.462657905;3.10000001;1.895400973;1.024304955
26/02/2000;1.732050808;1.697056271;2.410394158;2.330236034;0.899999995;1.09087121;0.565685429;1.969771521;1.523154591;1.873499372;1.702938639;1.428285666;1.590172081;0.57226566
27/02/2000;1.732050808;1.941648797;2.078460961;1.280624854;2.044504822;0.447213599;0.509901942;1.493318419;0.547722562;0.655743849;1.587450797;0.424264068;1.18280497;0.681226567
28/02/2000;1.732050808;1.743559572;2.102379605;1.708800777;2.626785095;1.977371985;2.037154822;1.827566668;2.158703356;3.196873436;2.123676047;1.552417438;2.095935346;0.464500245
29/02/2000;0;1.870828693;1.813835683;0.53851648;0.565685425;0.640312412;1.208304562;0.424264064;1.276714513;0.565685419;0.888819454;2.019900962;1.073897061;0.598681532
01/03/2000;0;2.280350899;2.009975115;1.099999973;2.154065928;0.509901946;1.20830457;0.707106768;3.263433707;0.199999998;0.141421355;0.374165739;1.268066;1.023332519
02/03/2000;2.588435821;3.963584257;2.563201108;2.527844956;2.745906062;3.402939878;3.240370295;2.56124971;3.917907608;3.624913795;1.360147046;3.1480152;3.005098174;0.759159679
03/03/2000;3.016620626;2.856571353;1.571623365;0.141421355;5.135172867;4.509988911;2.740437874;4.256759329;3.260368069;0.748331469;1.410673604;1.053565368;2.516810324;1.661394704
04/03/2000;3.016620626;6.38827054;5.640921887;3.96358421;5.030904461;3.593048778;5.137119803;2.889636607;3.435112806;3.806573207;3.361547234;3.1192948;4.215092212;1.148171256
05/03/2000;1.974841766;4.674398406;2.887905836;3.331666277;4.059556528;3.734969882;4.900000011;3.385262186;3.774917202;3.065941949;2.723967667;3.465544705;3.63673915;0.691766719
06/03/2000;1.224744871;3.728270366;3.558089383;3.683748064;3.637306744;4.277849943;5.182663381;4.756048751;3.141655605;4.43959461;3.986226324;3.856163857;4.022510639;0.591057502
07/03/2000;1.224744871;3.234192301;3.84707683;3.20936126;2.870540027;3.474190582;4.12067953;3.295451449;3.423448525;2.645751341;3.482814935;3.057776966;3.332843977;0.415169971
08/03/2000;0;0.734846922;0.435889892;1.967231586;0.565685419;2.874021599;2.336664281;2.323790019;1.34907374;2.607680978;4.85798303;2.061552819;2.010401844;1.266930469
09/03/2000;2.34520788;1.452583925;1.857417575;0.721110257;0.632455537;1.6881943;0.547722562;0.59160798;0.447213599;0.244948972;0.4;2.690724797;1.024907228;0.780078007
10/03/2000;3.240370349;1.20830459;0.469041571;1.43178207;4.027406052;4.137632127;0.45825757;1.85202591;1.833030275;0.346410158;0.728010992;2.107130747;1.690821097;1.330878025
11/03/2000;3.949683532;2.853068539;1.053565389;3.309078396;1.757839571;2.07846091;1.483239686;1.445683215;1.371130921;3.744329026;1.766352171;1.08627803;1.995365987;0.911244191
12/03/2000;3.178049716;4.309292256;1.509966869;2.653299848;2.349468038;4.006245125;3.056141339;3.399999975;3.93446308;2.128379673;1.714642799;4.685082709;3.067907428;1.082930439
13/03/2000;2.258317958;4.044749589;4.057092588;3.595830918;4.442971979;3.446737595;1.878829388;4.836320963;4.486646858;4.071854586;4.322036482;0.734846925;3.628901625;1.239427368
14/03/2000;0;1.212435572;1.549193324;1.41067358;1.590597378;2.107130727;2.658947164;2.18174241;6.696267611;3.140063691;0.9539392;1.822086722;2.302097944;1.590402319
15/03/2000;1;1.431782097;1.939071961;0.927361853;2.372762106;1.833030288;1.928730153;2.939387662;2.801785164;1.667333236;2.426932237;0.812403841;1.916416418;0.692880183
16/03/2000;2;2.227105764;2.289104645;0.974679421;4.884669827;3.218695376;0.938083138;3.309078397;2.042057756;2.519920611;2.753179933;2.527844925;2.516765436;1.096120788
17/03/2000;5.196152423;1.048808831;2.179449466;1.931320758;0.199999998;1.860107511;1.609347695;2.570992054;2.107130745;1.166190377;1.292284793;3.17804971;1.740334722;0.808305972
18/03/2000;8.124038405;1.506651917;1.08627804;2.509980049;4.280186897;3.029851445;1.034408029;1.099999977;2.807133775;0.685565459;2.118962033;2.172556089;2.030143065;1.084145285
19/03/2000;9.433981132;2.186321109;0.435889883;2.91032646;0.953939188;1.536229125;1.726267644;2.613426836;5.447017526;2.501999182;3.875564461;1.330413462;2.31976317;1.415827908
20/03/2000;8.532291603;2.734958877;3.482814966;2.675817608;1.661324783;2.720294106;1.661324798;4.892851929;4.029888329;4.120679507;2.461706739;2.061552822;2.954837678;1.054432408
21/03/2000;5.709640969;5.050742491;4.337049674;1.760681706;4.161730401;5.444262999;4.673328588;3.391164981;4.284857005;5.050742534;2.718455473;4.204759259;4.097979555;1.092346038
22/03/2000;2.569046516;2.372762109;4.204759179;3.160696113;3.209361292;1.532970975;1.830300494;1.208304599;3.325657758;2.951270874;3.281767797;3.515679161;2.781230032;0.925870037
24/03/2000;0;1.493318428;0.499999989;2.976575167;2.128379627;1.058300527;0.921954442;1.399999976;1.630950647;1.122497195;1.029563006;0.685565448;1.358827678;0.702812928
25/03/2000;0.632455532;1.109053658;1.086278032;2.014944127;0.741619837;0.943398104;0.85440037;2.812472165;1.830300501;2.461706726;1.53622913;1.039230477;1.493603011;0.697183605
26/03/2000;2;0.728010977;0.199999998;0.244948972;0.640312433;0.538516476;0.199999998;2.647640407;1.791647235;2.0566964;2.109502328;0.141421355;1.027154234;0.931906414
27/03/2000;4;5.028916266;4.345112107;5.237365718;3.181194731;2.211334416;4.37949761;3.456877226;2.202271542;2.557342354;4.808326089;5.371219585;3.889041604;1.213627038
28/03/2000;5.796550698;6.140846786;4.310452382;5.611595165;6.830080522;4.562893797;5.510898204;4.862098309;4.965883637;6.542170828;4.143669798;5.838664161;5.392659417;0.899525682
29/03/2000;5.522680509;5.900000015;5.146843686;5.836951168;6.790434392;5.453439298;5.447935353;4.841487347;5.966573558;4.767598935;5.182663382;4.759201649;5.463011707;0.623741245
30/03/2000;5.14781507;6.539113163;5.689463939;6.062177843;6.197580102;4.465422741;7.288346842;6.534523733;5.464430408;6.791906934;5.600892781;6.188699306;6.074777981;0.760118173
31/03/2000;2.915475947;2.799999986;5.51633932;4.638965399;2.541653023;4.540925006;3.207803004;3.426368375;3.670149872;5.752390789;3.98371682;3.50428306;3.96205406;1.045629141
01/04/2000;2.828427125;4.970915422;5.091168826;1.345362395;1.910497347;3.306055032;3.482814936;2.078460997;3.598610859;3.354101971;3.477067769;2.517935693;3.193908295;1.178492618
02/04/2000;0.836660027;2.14009349;1.699999989;1.702938665;3.39411253;2.402082417;1.86815417;2.981610289;4.919349528;5.200000004;1.11803399;1.47986487;2.627839995;1.36963595
03/04/2000;0.836660027;0.793725397;1.000000002;0.793725393;1.341640769;1.788854365;1.288409874;2.264950332;1.676305433;1.024695062;0.899999993;0.953939194;1.256931438;0.47448464
04/04/2000;0.836660027;3.871692114;0.556776438;2.789265126;6.716397832;0.670820387;1.183215962;1.910497305;3.782856032;3.313608256;5.006995068;4.184495161;3.089692698;1.911852183
05/04/2000;0;2.605762848;1.204159447;2.158703335;1.630950656;3.773592428;2.782085516;3.023243308;4.850773121;1.014889131;3.360059516;3.956008125;2.760020676;1.199380861
06/04/2000;1.414213562;2.539685011;2.227105709;4.969909419;4.363484859;6.508455973;2.531797724;4.718050458;2.49399281;2.601922335;5.300000069;4.364630595;3.874457724;1.455484465
07/04/2000;2.024845673;4.130375341;3.53411939;4.58039298;4.769695947;5.986651718;1.977371981;4.822862213;6.609841081;6.006663022;5.190375697;3.828837947;4.676107938;1.308975096
08/04/2000;2.024845673;2.465765609;3.464101587;4.264973635;4.320879497;6.549045722;3.720214973;5.063595591;2.638181154;5.81119607;4.642197765;1.587450767;4.047963852;1.47864377
09/04/2000;1.449137675;1.452583907;2.517935652;0.974679411;0.812403841;1.33041345;1.183215932;1;3.249615335;3.128897535;0.894427181;1.486606854;1.639161736;0.89636132
10/04/2000;0;1.933907925;1.94679225;3.061045559;4.497777187;1.12249723;6.776429647;1.509966852;4.301162585;1.682260369;2.275961305;1.899999981;2.81889099;1.711793998
11/04/2000;0;0.141421355;1.378404879;0.141421355;3.976179038;1.058300537;2.783882146;2.204540751;1.029562992;0.734846907;1.288409881;0;1.339724531;1.22460277
12/04/2000;0;3.283290958;4.904079937;2.920616363;4.244996996;1.536229159;7.123201436;2.858321197;3.313608274;1.410673584;0.509901942;0.799999993;2.991356349;1.951657158
13/04/2000;2.828427125;3.316624816;3.101612443;5.147815113;3.916631128;2.391652126;4.455333871;3.748332941;2.218107282;4.388621654;4.419275999;4.739198234;3.803927782;0.952967327
14/04/2000;2.828427125;6.213694541;5.228766588;7.155417494;6.311101348;5.252618386;8.343859997;5.019960131;4.808326111;7.443789234;6.555913347;7.766595054;6.372731112;1.203797139
15/04/2000;2.828427125;4.948737194;5.65862174;6.587108636;5.161395141;6.513831373;5.051732377;4.843552395;4.465422662;5.566866252;3.260368076;4.081666315;5.103572924;0.982800876
16/04/2000;2.449489743;5.779273327;5.005996413;5.620498204;4.743416506;5.355371112;6.088513748;4.688283231;4.947726782;5.768881959;5.114684779;4.916299423;5.27535868;0.473972367
17/04/2000;2.449489743;4.549725236;4.38862165;3.55246388;4.221374206;3.657868184;4.269660367;5.307541787;4.800000015;6.212889816;5.265928249;3.268026917;4.499463664;0.867933924
18/04/2000;3.464101615;4.595650032;4.099999978;4.446346837;5.008991943;5.177837377;5.155579602;6.683561857;5.420332077;3.127299125;6.149796765;4.69148161;4.959716109;0.961944718
19/04/2000;3.033150178;5.336665566;5.264028803;3.51852243;5.500908991;4.604345824;4.186884235;4.586937959;6.160357117;5.088221603;6.006662913;4.457577824;4.97373757;0.791913954
20/04/2000;3.754996671;3.260368025;4.234383054;5.060632385;4.958830538;3.88458494;5.713142799;2.422808303;4.68828326;4.403407794;3.834057873;2.372762072;4.075751004;1.064461924
21/04/2000;2.846049894;3.872983354;6.377303502;5.516339302;3.423448561;4.774934555;6.348228142;3.714835174;5.89406485;2.397915717;3.439476665;5.589275452;4.668073207;1.363085406
22/04/2000;2.213594362;2.017424128;2.022374828;2.745906077;4.883646216;3.741657413;1.68819429;2.553429064;1.212435543;2.973213755;3.78681929;2.58069754;2.745981649;1.062329207
23/04/2000;0;0.98994949;1.363818156;1.513274597;1.476482293;1.503329626;4.211887849;0.761577317;0.565685419;0.9899495;1.288409861;0.793725388;1.405280863;0.987777392
24/04/2000;0;5.340411879;3.701351075;5.676266366;0.282842709;4.106093028;3.555277809;4.479955308;3.482814936;5.178802932;2.605762844;4.890807785;3.936398788;1.526512671
25/04/2000;2.645751311;3.738983779;4.97192112;2.503996798;4.150903471;3.933192079;1.058300488;4.100000032;5.522680495;3.912799501;5.212484948;4.571651719;3.970628585;1.267090868
26/04/2000;2.645751311;4.740253116;4.527692529;4.028647381;5.081338356;5.551576378;6.499230719;5.63293877;4.481071245;6.901448974;6.540642116;6.247399434;5.475658093;0.9756458
27/04/2000;2.645751311;3.318131976;1.549193361;5.463515268;0.999999987;3.577708772;2.630589277;3.133687948;0.316227768;2.313006677;3.863935744;1.949358837;2.64685051;1.446236648
28/04/2000;0;1.187434213;5.179768309;3.915354335;0.836660019;0.244948972;2.699999988;3.170173485;2.740437936;1.708800747;1.326649883;1.004987567;2.183201405;1.497996897
29/04/2000;0;3.587478178;3.146426508;2.135415642;4.243818985;1.382027512;3.953479457;2.643860812;3.272613636;0;3.070830416;4.27901858;2.883179066;1.299232909
30/04/2000;0;1.788854395;2.463736985;4.836320846;3.389690291;2.515949157;1.562049908;1.140175414;4.795831548;3.203123439;2.247220477;2.776688693;2.79269465;1.20205749
01/05/2000;0.316227766;3.839270752;5.557877261;4.213074849;3.594440164;2.024845654;4.266145767;2.819574438;3.133687864;5.874521265;3.243454937;3.433656885;3.818231803;1.132349906
02/05/2000;0.547722558;4.217819292;2.765863344;3.349626793;2.056696378;7.404052936;2.59615099;3.404408889;3.538361136;1.643167668;3.966106378;8.671793276;3.964913371;2.174030324
03/05/2000;0.547722558;3.352610894;6.207253772;5.582114261;3.902563242;4.239103637;5.811196047;4.583666656;4.840454564;3.133687932;5.655970314;5.457105463;4.796884253;1.040140116
04/05/2000;2.28035085;2.886173929;2.224859518;4.201190315;3.672873517;4.971921248;0.640312415;3.226453143;4.551922648;6.95485436;4.999999994;0.734846904;3.551400727;1.893490984
05/05/2000;2.258317958;5.26117853;4.689349589;5.260228103;3.240370324;3.746998762;5.899152394;4.213074845;3.306055016;2.024845648;7.074602399;5.910160658;4.602365115;1.464260344
06/05/2000;2.323790008;4.356604077;5.05371143;7.376313351;5.208646617;2.920616345;7.069653424;5.493632689;5.006995061;7.458552066;2.753179962;7.285602212;5.453046112;1.703442487
07/05/2000;0.632455532;7.905061657;4.84252003;4.478839087;5.86515128;4.053393587;0.509901942;6.94334207;9.631718423;6.095079953;6.069596444;9.19401969;5.962602197;2.559514051
08/05/2000;0.547722558;8.97719334;3.750999844;5.512712569;5.767148373;8.298192548;3.805259498;7.589466394;2.357965204;7.093658998;4.70956472;5.783597488;5.785978089;2.061723324
09/05/2000;2;3.47275105;0.984885789;5.438749882;2.100000052;3.120897304;2.459674756;4.308131813;3.577708757;4.940647761;2.764055025;3.527038378;3.335867324;1.274828666
10/05/2000;2;5.824946398;6.583312244;2.364318054;3.405877253;4.779121266;4.280186932;4.047221275;4.932544996;5.072474736;4.1231056;3.546829515;4.450903479;1.171496503
11/05/2000;2;3.996248226;4.195235435;5.127377466;2.465765583;4.886716744;3.528455787;4.228474938;5.719265659;3.435112791;3.872983336;3.149603125;4.055021735;0.932994438
12/05/2000;0;3.255764117;3.691882993;5.251666368;3.591657039;3.705401498;4.180908993;3.517101057;3.843175762;4.716990607;6.735725626;2.362202393;4.077497859;1.156465456
13/05/2000;2.569046516;2.580697597;3.210918822;3.026549171;3.764305994;3.127299145;4.095119092;2.988310525;4.057092557;3.455430482;3.563705903;4.13158563;3.45463772;0.516745515
14/05/2000;4.242640687;3.53553387;3.176476008;3.769615367;3.852272061;3.563705882;4.167733171;3.623534165;3.419064247;4.182104703;4.603259669;5.256424598;3.922702158;0.598037091
15/05/2000;4.254409477;5.393514562;4.830113857;5.801723878;4.791659376;5.509083359;3.652396441;4.032369027;3.714835096;5.022947284;6.496922296;5.182663338;4.948020774;0.881929155
16/05/2000;3.391164992;5.005996335;4.531004232;5.006995132;4.102438342;5.348831611;5.90338879;5.866856026;5.998333129;4.720169466;3.298484491;3.813135167;4.872330247;0.889627738
17/05/2000;0.316227766;4.093897858;3.41467419;5.728874178;5.138093;7.046275552;3.560898695;5.108815824;1.459451923;4.496665382;4.73392017;3.878143858;4.423610057;1.435911223
18/05/2000;0.774596669;4.961854453;5.714017794;3.774917184;4.732863822;5.952310413;2.204540735;3.502855962;5.58390543;2.40624183;5.866003673;3.318132024;4.365240302;1.387856068
19/05/2000;3.834057903;2.507987202;1.972308293;3.212475621;2.762245461;4.034848177;5.505451792;6.999285659;3.407344905;3.924283348;1.902629725;2.598076172;3.529721487;1.550539443
20/05/2000;5.300943312;6.270566124;5.7939623;6.063002507;4.460941686;5.805170041;4.94267137;1.571623343;6.367888295;5.688585074;5.928743505;6.436613959;5.393615291;1.401358393
21/05/2000;5.718391382;2.714774399;3.972404775;1.627882069;7.774316731;2.533771833;6.864400906;1.732050811;7.096477987;3.167017471;8.817596046;1.763519187;4.369473838;2.720563941
22/05/2000;4.358898944;8.167618901;6.339558264;6.691038776;7.696752549;6.991423227;5.210566179;8.127730285;8.289149565;6.117188882;3.69323702;8.501764479;6.893275284;1.495336387
23/05/2000;3.492849839;1.264911059;3.234192286;5.131276602;5.431390159;3.47706777;4.411348911;1.878829463;1.428285672;0.78740079;3.42052626;3.469870237;3.085009019;1.570984093
24/05/2000;2.645751311;3.742993415;5.631163248;5.181698507;5.951470416;3.116087265;1.063014583;3.730951569;3.138470992;6.74314473;4.615192436;4.627094063;4.321934657;1.590901913
25/05/2000;2.569046516;4.742362243;3.919183575;4.232020795;5.483611861;4.92848859;4.973931995;4.014971938;4.736032105;5.267826934;2.580697534;0.97467944;4.16852791;1.327671786
26/05/2000;0;2.903446202;2.323790049;4.596737953;4.857983159;2.79284806;1.95703859;2.951270899;3.8314488;1.095445137;2.332380737;0.692820315;2.757746355;1.30549553
27/05/2000;0;2.515949122;5.168171827;5.008991858;3.442382887;5.161395199;0.489897943;5.595533932;4.569463817;2.853068565;2.986636947;0.547722568;3.485383152;1.810611693
28/05/2000;0;4.457577801;7.199305541;3.874274159;3.334666386;5.664803646;6.120457479;7.099999945;3.052867488;4.039801982;4.583666604;3.130495173;4.777992382;1.520482683
29/05/2000;0.948683298;5.763679323;5.669215059;4.889785261;5.22015324;4.898979445;4.650806301;5.340411923;3.901281788;4.572745312;4.703190375;5.650663628;5.023719241;0.568743358
30/05/2000;2.949576241;4.50333206;5.956508969;6.65131567;2.952964551;4.353159711;4.498888697;6.676825586;5.9958319;4.451965835;6.104096939;4.402272132;5.140651095;1.192089183
31/05/2000;3.049590136;4.518849354;6.587108576;4.526588077;6.093439022;6.8767724;5.772347848;5.41756405;5.021951799;5.072474729;3.720215038;5.311308645;5.35623814;0.938500839
01/06/2000;4.183300133;6.629479504;6.936137177;7.019971485;6.637770631;4.56618001;7.161005497;4.586938015;6.166846784;6.226555951;5.470831726;3.687817773;5.917230414;1.172613341
02/06/2000;3.146426545;3.548239011;3.189043701;3.266496557;2.493992729;4.663689562;3.507135603;4.733920102;3.822302987;4.148493706;2.227105744;2.70185121;3.482024628;0.825866137
03/06/2000;3.049590136;3.426368404;3.468429032;1.676305458;4.567274792;3.029851481;3.997499238;3.333166599;6.111464608;4.153311941;6.673080224;2.457641129;3.899490264;1.470160908
04/06/2000;0.447213595;3.726929011;5.369357451;3.235737991;4.602173381;6.069596293;2.204540799;2.920616392;4.631414444;5.942221771;5.357238041;3.345145739;4.309542847;1.302161381
05/06/2000;0.316227766;6.165225068;4.634652073;9.017205733;5.020956041;5.264028843;4.411349014;6.135144665;4.73603202;5.02991059;2.880972076;3.013303867;5.118979999;1.663925485
06/06/2000;1.760681686;4.406812914;3.167017515;2.014944206;6.0811183;5.349766297;2.641968932;2.578759332;4.559605244;5.404627602;2.588435895;5.437830461;4.0209897;1.454581007
07/06/2000;3.885871846;5.812056453;4.59891286;4.453088811;5.958187609;6.462971419;4.86004113;6.518435464;6.488451201;4.931531262;5.472659287;6.221736099;5.616188327;0.791373128
08/06/2000;4.939635614;5.251666313;3.905124792;2.655183616;6.452131407;4.957822023;5.664803526;4.635730781;6.303966974;6.211280019;5.354437377;5.941380322;5.212138832;1.145848686
